s,left_x,left_y,right_x,right_y
0.92303128,6.29846573,-1.42000115,6.97866631,-2.61999941
0.93422178,6.30948734,-1.42000151,6.98999882,-2.61890268
0.94610259,6.32051563,-1.42000151,6.98999929,-2.59785557
0.95796731,6.33155012,-1.42000127,6.98999929,-2.57684803
0.96799163,6.34000015,-1.41545510,6.99804544,-2.57000017
0.97936223,6.34000015,-1.39610851,7.00999832,-2.57000017
0.99071727,6.34000015,-1.37680495,7.02195930,-2.56999874
1.00085675,6.34713078,-1.37000096,7.03393221,-2.56999898
1.01236139,6.35815668,-1.37000167,7.04591560,-2.56999969
1.02387272,6.36918688,-1.37000060,7.05790806,-2.56999850
1.03539430,6.38022518,-1.37000191,7.06991291,-2.56999898
1.04692184,6.39126635,-1.37000060,7.08192682,-2.56999898
1.05707816,6.40231514,-1.37000215,7.08999872,-2.56314158
1.06887575,6.41336823,-1.37000024,7.08999920,-2.54229760
1.08065416,6.42442799,-1.37000215,7.08999968,-2.52149677
1.09178617,6.43549109,-1.37000096,7.10115004,-2.51999831
1.10180699,6.44000053,-1.35868144,7.11317968,-2.51999855
1.11308160,6.44000006,-1.33961606,7.12522125,-2.51999879
1.12433824,6.44000053,-1.32060087,7.13727283,-2.51999831
1.13502665,6.45069599,-1.32000113,7.13999987,-2.50396061
1.14673852,6.46177912,-1.32000113,7.13999891,-2.48332429
1.15689713,6.47291040,-1.32000089,7.14420414,-2.46999860
1.16845972,6.48404980,-1.32000172,7.15618992,-2.47000003
1.18002588,6.49519157,-1.32000172,7.16818047,-2.46999836
1.19160229,6.50634003,-1.32000089,7.18018484,-2.46999979
1.20318514,6.51749277,-1.32000029,7.19219780,-2.46999907
1.21477777,6.52865314,-1.32000208,7.20422268,-2.47000003
1.22637564,6.53981543,-1.32000053,7.21625614,-2.46999884
1.23752683,6.54000092,-1.30135226,7.22830296,-2.46999860
1.24890963,6.54000092,-1.28243232,7.23999882,-2.46938705
1.26545502,6.54380894,-1.27000034,7.23999929,-2.44894814
1.27707656,6.55494976,-1.27000177,7.23999929,-2.42854762
1.28710442,6.56609440,-1.27000201,7.24699783,-2.42000008
1.29871349,6.57724428,-1.27000117,7.25906610,-2.42000008
1.31032854,6.58839560,-1.27000070,7.27114487,-2.42000008
1.32195406,6.59955311,-1.27000141,7.28323841,-2.41999841
1.33358698,6.61071157,-1.27000046,7.29534578,-2.41999841
1.34522968,6.62187481,-1.27000213,7.30746794,-2.42000008
1.35687833,6.63303804,-1.27000046,7.31960201,-2.41999888
1.36706018,6.64000130,-1.26297140,7.33175087,-2.41999888
1.38031375,6.64000082,-1.24432397,7.33999920,-2.41345501
1.39976502,6.64000034,-1.22572803,7.33999920,-2.39314842
1.41332277,6.64769650,-1.22000110,7.33999920,-2.37287498
1.42420701,6.65883017,-1.22000146,7.35044336,-2.36999989
1.43586782,6.66996479,-1.22000134,7.36263037,-2.36999893
1.44753817,6.68110085,-1.22000098,7.37483501,-2.36999893
1.45921758,6.69223785,-1.22000062,7.38705683,-2.36999917
1.47090725,6.70337725,-1.22000206,7.39929676,-2.36999989
1.48260525,6.71451616,-1.22000158,7.41155386,-2.36999869
1.49431709,6.72565985,-1.22000206,7.42383385,-2.36999822
1.50603894,6.73680353,-1.22000086,7.43613386,-2.36999989
1.51626061,6.74794769,-1.22000015,7.43999910,-2.35612082
1.52779576,6.75909472,-1.22000182,7.43999910,-2.33592057
1.53831135,6.77024221,-1.22000194,7.44259405,-2.32000017
1.55005060,6.78139019,-1.22000062,7.45492458,-2.31999969
1.56073405,6.79000092,-1.21586072,7.46727562,-2.31999850
1.57171063,6.79000092,-1.19772577,7.47964859,-2.31999922
1.58266975,6.79000044,-1.17965055,7.49204683,-2.31999946
1.59269516,6.79515505,-1.17000055,7.50446749,-2.31999826
1.60446684,6.80625153,-1.17000055,7.51691437,-2.31999946
1.61625163,6.81734991,-1.17000186,7.52938557,-2.31999850
1.62721253,6.82844639,-1.17000103,7.53999949,-2.31696224
1.63871024,6.83954430,-1.17000198,7.53999901,-2.29682088
1.65019192,6.85064316,-1.17000222,7.53999949,-2.27671790
1.66046651,6.86173725,-1.17000020,7.54832411,-2.26999807
1.67228635,6.87283564,-1.17000139,7.56086540,-2.26999903
1.68412049,6.88393497,-1.17000210,7.57343435,-2.26999831
1.69427601,6.89000130,-1.16199017,7.58603239,-2.26999903
1.70511308,6.89000082,-1.14437437,7.59866095,-2.26999950
1.71592593,6.89000082,-1.12684011,7.61131811,-2.26999903
1.72621179,6.89671469,-1.12000132,7.62400579,-2.26999855
1.73808718,6.90774393,-1.12000144,7.63672733,-2.26999927
1.74842192,6.91877270,-1.12000024,7.63999891,-2.25507641
1.75985629,6.92979956,-1.12000132,7.63999891,-2.23504066
1.77019564,6.94082737,-1.12000120,7.64316082,-2.21999884
1.78209821,6.95185614,-1.12000227,7.65593719,-2.21999812
1.79401866,6.96288443,-1.12000203,7.66874981,-2.22000003
1.80595485,6.97391176,-1.12000179,7.68159485,-2.21999860
1.81627251,6.98493958,-1.12000060,7.68999910,-2.21305633
1.83108515,6.99000072,-1.11077118,7.68999863,-2.19309592
1.84952921,6.99000025,-1.09378886,7.68999863,-2.17319012
1.86093656,6.99000072,-1.07690322,7.70083332,-2.16999817
1.87123090,6.99645233,-1.07000053,7.71377897,-2.16999865
1.88319260,7.00739241,-1.07000172,7.72676229,-2.16999817
1.89517481,7.01833153,-1.07000089,7.73978758,-2.16999984
1.90717656,7.02927113,-1.07000208,7.75285149,-2.16999888
1.91909664,7.04000092,-1.06968367,7.76595974,-2.16999960
1.92965764,7.04000139,-1.05315471,7.77910995,-2.16999984
1.94100124,7.04000044,-1.03672361,7.78999996,-2.16652775
1.95909530,7.04000139,-1.02040267,7.78999949,-2.14666057
1.97050029,7.05057049,-1.02000189,7.78999949,-2.12684774
1.98082688,7.06140518,-1.02000093,7.79864883,-2.11999846
1.99288037,7.07224083,-1.02000129,7.81192017,-2.11999869
2.00495746,7.08307648,-1.02000201,7.82523870,-2.11999869
2.01550605,7.09000063,-1.01422513,7.83860540,-2.11999869
2.02592165,7.09000063,-0.99829143,7.85202503,-2.11999965
2.03631021,7.09000063,-0.98247176,7.86549282,-2.11999822
2.04634887,7.09221554,-0.97000188,7.87901402,-2.11999917
2.05736050,7.10292864,-0.97000039,7.88999939,-2.11623240
2.06860095,7.11364651,-0.97000211,7.88999987,-2.09646940
2.07981338,7.12436342,-0.97000217,7.88999891,-2.07677054
2.09020134,7.13507795,-0.97000027,7.89892530,-2.06999946
2.10038277,7.14000130,-0.96169001,7.91259146,-2.06999850
2.11065319,7.14000082,-0.94640672,7.92631721,-2.06999969
2.12092096,7.14000082,-0.93124068,7.93999910,-2.06985188
2.13825575,7.14000130,-0.91619724,7.93999863,-2.05022573
2.15548865,7.14000034,-0.90127748,7.93999958,-2.03067970
2.16860774,7.14000034,-0.88647705,7.94625807,-2.01999927
2.17870971,7.14000034,-0.87180150,7.96014404,-2.01999903
2.19029204,7.14914608,-0.87000132,7.97409296,-2.01999974
2.20251409,7.15957642,-0.87000018,7.98810673,-2.01999927
2.21476952,7.17000723,-0.87000036,8.00218678,-2.01999903
2.22706024,7.18043995,-0.87000197,8.01633549,-2.01999903
2.23896438,7.19000101,-0.86881083,8.03055286,-2.01999831
2.25039338,7.19000053,-0.85459471,8.03999901,-2.01339936
2.26716607,7.19000101,-0.84050703,8.03999996,-1.99394166
2.28383290,7.19000101,-0.82654917,8.03999996,-1.97456586
2.29453531,7.19000101,-0.81272537,8.05095387,-1.97000003
2.30447544,7.19000101,-0.79903060,8.06536388,-1.96999896
2.31439736,7.19000149,-0.78547037,8.07985115,-1.96999884
2.32529167,7.19000053,-0.77204180,8.08999825,-1.96414530
2.33676983,7.19853735,-0.77000141,8.08999920,-1.94487607
2.34760407,7.20861626,-0.77000201,8.08999920,-1.92569375
2.35816797,7.21869469,-0.77000171,8.10026646,-1.91999876
2.37055643,7.22877741,-0.77000201,8.11496067,-1.91999865
2.38298829,7.23886299,-0.77000087,8.12973881,-1.91999996
2.39546426,7.24895382,-0.77000189,8.14459991,-1.91999900
2.40798577,7.25904894,-0.77000189,8.15954781,-1.91999841
2.42055376,7.26914930,-0.77000034,8.17458344,-1.91999853
2.43317087,7.27925730,-0.77000058,8.18970966,-1.91999972
2.44389330,7.28937435,-0.77000046,8.18999863,-1.90124893
2.45466382,7.29949856,-0.77000111,8.18999863,-1.88223469
2.46454349,7.30963469,-0.77000201,8.19537830,-1.86999893
2.47725144,7.31978035,-0.77000046,8.21064854,-1.86999834
2.49001399,7.32993984,-0.77000201,8.22601414,-1.86999846
2.50212643,7.34011173,-0.77000141,8.23999977,-1.86819375
2.51284899,7.35029888,-0.77000135,8.23999977,-1.84932280
2.52352878,7.36050129,-0.77000165,8.23999882,-1.83055651
2.53352579,7.37071848,-0.77000123,8.24676037,-1.81999838
2.54645284,7.38095331,-0.77000135,8.26237965,-1.82000017
2.55943974,7.39120579,-0.77000046,8.27810097,-1.81999946
2.57249220,7.40147972,-0.77000171,8.29393196,-1.81999993
2.58560880,7.41177416,-0.77000159,8.30987072,-1.81999946
2.59879263,7.42209053,-0.77000177,8.32592201,-1.82000029
2.61105965,7.43242931,-0.77000058,8.33999825,-1.81758797
2.62262718,7.44000053,-0.76679772,8.33999920,-1.79893005
2.63781057,7.44000101,-0.75498265,8.33999920,-1.78037834
2.64940607,7.44000101,-0.74329209,8.34712410,-1.76999950
2.65941906,7.44000006,-0.73172879,8.36347485,-1.76999891
2.66944935,7.44000006,-0.72028887,8.37995338,-1.76999831
2.68013589,7.44994354,-0.72000045,8.38999939,-1.76272178
2.69065581,7.46017313,-0.72000110,8.38999939,-1.74433553
2.70113561,7.47043037,-0.72000086,8.38999939,-1.72605753
2.71227178,7.48071718,-0.72000062,8.40114498,-1.71999896
2.72583899,7.49103546,-0.72000062,8.41796112,-1.71999884
2.73949132,7.50138760,-0.72000176,8.43491364,-1.71999860
2.75322780,7.51176882,-0.72000021,8.45200539,-1.72000015
2.76705775,7.52219200,-0.72000051,8.46924210,-1.71999884
2.78098235,7.53265381,-0.72000182,8.48662949,-1.71999931
2.79146585,7.54000044,-0.71672171,8.48999977,-1.70525825
2.80597838,7.54000139,-0.70586187,8.48999977,-1.68709302
2.81990360,7.54000139,-0.69512004,8.49093723,-1.67000020
2.83020089,7.54000044,-0.68449587,8.50858021,-1.66999912
2.84053765,7.54000139,-0.67399102,8.52638531,-1.66999972
2.85137221,7.54638290,-0.67000067,8.53999901,-1.66563892
2.86176293,7.55676317,-0.67000097,8.53999901,-1.64763534
2.87211678,7.56718636,-0.67000133,8.53999901,-1.62974179
2.88265162,7.57765388,-0.67000026,8.54821301,-1.61999953
2.89704638,7.58817482,-0.67000180,8.56648159,-1.62000012
2.91155320,7.59874153,-0.67000079,8.58492851,-1.61999905
2.92618018,7.60936165,-0.67000026,8.60356236,-1.61999905
2.94093305,7.62003899,-0.67000169,8.62239075,-1.61999929
2.95511737,7.63076878,-0.67000157,8.63999844,-1.61866999
2.96557119,7.64155769,-0.67000085,8.64000034,-1.60076296
2.97599495,7.65240717,-0.67000157,8.63999844,-1.58295918
2.98632052,7.66331863,-0.67000127,8.64516544,-1.56999981
3.00150945,7.67429781,-0.67000151,8.66456413,-1.57000005
3.01683977,7.68534422,-0.67000097,8.68417835,-1.56999886
3.02737963,7.69000053,-0.66423112,8.68999863,-1.55747676
3.04113861,7.69000053,-0.65437520,8.68999863,-1.53981471
3.05479100,7.69000006,-0.64462602,8.68999958,-1.52225912
3.06535674,7.69000149,-0.63498658,8.70746136,-1.51999998
3.07656273,7.69000006,-0.62544888,8.72774410,-1.52000010
3.08944760,7.69466019,-0.62000084,8.74827099,-1.51999903
3.10537086,7.70572233,-0.62000090,8.76905537,-1.51999927
3.12141458,7.71686602,-0.62000102,8.78999901,-1.51991308
3.13189764,7.72809362,-0.62000167,8.78999996,-1.50220656
3.14236169,7.73940992,-0.62000042,8.78999901,-1.48460245
3.15425455,7.74000120,-0.61118209,8.79355240,-1.46999896
3.16598385,7.74000168,-0.60197884,8.81513023,-1.46999991
3.17783182,7.74000072,-0.59287077,8.83700657,-1.46999943
3.19002193,7.74000120,-0.58386403,8.83999825,-1.45481026
3.20321789,7.74000120,-0.57495236,8.83999825,-1.43733001
3.21463973,7.74497795,-0.57000136,8.84006023,-1.41999996
3.23157723,7.75637102,-0.57000047,8.86254215,-1.41999972
3.24873383,7.76787424,-0.57000118,8.88535213,-1.41999960
3.26611502,7.77948999,-0.57000142,8.90849876,-1.41999876
3.28373010,7.79122162,-0.57000029,8.93199730,-1.41999876
3.29525077,7.80307579,-0.57000095,8.93999958,-1.40830946
3.30587769,7.81505728,-0.57000118,8.93999958,-1.39075446
3.31650192,7.82716942,-0.57000023,8.93999958,-1.37329710
3.33255560,7.83941841,-0.57000029,8.95968819,-1.36999977
3.34584564,7.84000111,-0.56165832,8.98434258,-1.36999965
3.35910416,7.84000158,-0.55298966,9.00940228,-1.36999989
3.37254873,7.84000206,-0.54440808,9.03488445,-1.36999893
3.38418836,7.84000063,-0.53591132,9.03999901,-1.35578489
3.39721689,7.84000158,-0.52750331,9.03999996,-1.33813584
3.40976228,7.84123135,-0.52000087,9.03999901,-1.32057762
3.42880481,7.85372877,-0.52000147,9.06558228,-1.32000005
3.44736379,7.86639357,-0.52000123,9.08999920,-1.31836033
3.45828222,7.87923098,-0.52000147,9.08999920,-1.30069518
3.46920723,7.89000225,-0.51856798,9.08999825,-1.28311753
3.48046232,7.89000082,-0.51027095,9.09693718,-1.27000010
3.49508162,7.89000177,-0.50205404,9.12499619,-1.26999903
3.50995506,7.89000130,-0.49391747,9.15360928,-1.26999962
3.52509769,7.89000082,-0.48585591,9.18280220,-1.26999903
3.53644136,7.89000130,-0.47787309,9.18999863,-1.25646627
3.54928402,7.89006042,-0.47000092,9.18999958,-1.23865318
3.56040030,7.90347767,-0.47000045,9.18999863,-1.22092545
3.58173852,7.91712284,-0.47000119,9.21901989,-1.21999979
3.60431843,7.93100214,-0.47000128,9.25030041,-1.21999919
3.62485708,7.94000006,-0.46712539,9.28227901,-1.21999955
3.63639466,7.94000149,-0.45920774,9.28999996,-1.20617259
3.64935380,7.94000053,-0.45136195,9.28999996,-1.18810010
3.66224119,7.94000053,-0.44358337,9.28999996,-1.17010391
3.67947422,7.94000196,-0.43587455,9.32356739,-1.16999984
3.69134502,7.94000101,-0.42823198,9.33999825,-1.16050410
3.70419877,7.94000149,-0.42065752,9.33999920,-1.14237106
3.71573204,7.95349169,-0.42000088,9.33999920,-1.12431729
3.73702857,7.96857309,-0.42000023,9.36729145,-1.12000012
3.76309679,7.98398638,-0.42000049,9.40401459,-1.11999977
3.78427904,7.99000072,-0.41527170,9.43999863,-1.11917090
3.79734396,7.99000168,-0.40763539,9.43999958,-1.10067737
3.81033989,7.99000168,-0.40006006,9.43999863,-1.08226085
3.82220948,7.99000120,-0.39254230,9.45312691,-1.06999958
3.84270511,7.99000072,-0.38508162,9.49343395,-1.06999946
3.86377159,7.99000025,-0.37767896,9.53491211,-1.07000017
3.87600111,7.99000168,-0.37033230,9.53999901,-1.05342293
3.88848752,8.00607300,-0.37000099,9.53999996,-1.03464079
3.90376493,8.02334976,-0.37000027,9.54954147,-1.01999986
3.93234186,8.04000187,-0.36953208,9.58999920,-1.01822567
3.94556047,8.04000092,-0.36202416,9.58999920,-0.99929637
3.95871839,8.04000187,-0.35456592,9.58999729,-0.98043877
3.97251734,8.04000187,-0.34715649,9.61104679,-0.96999985
3.99703905,8.04000092,-0.33979392,9.65953541,-0.97000015
4.01398115,8.04000092,-0.33247864,9.68999958,-0.96248060
4.02726886,8.04000092,-0.32520694,9.68999958,-0.94317687
4.04049776,8.04000282,-0.31798160,9.68999958,-0.92394441
4.06234871,8.04000092,-0.31079775,9.73226261,-0.91999936
4.09007973,8.04000187,-0.30365518,9.78726196,-0.92000014
4.10309304,8.04000282,-0.29655507,9.78999805,-0.90121794
4.11646242,8.04000092,-0.28949383,9.78999901,-0.88154042
4.13178209,8.04000187,-0.28247005,9.81437302,-0.87000000
4.16241132,8.04000092,-0.27548379,9.87523270,-0.86999941
4.17666617,8.04463577,-0.27000061,9.88999939,-0.85459280
4.19173466,8.06707191,-0.27000043,9.88999844,-0.83447087
4.21367221,8.09000206,-0.26986483,9.90844059,-0.81999975
4.23183692,8.09000015,-0.26266059,9.93999958,-0.80920458
4.24556214,8.09000015,-0.25548783,9.93999958,-0.78892690
4.27802399,8.09000206,-0.24834752,9.88999939,-0.75465155
4.29147702,8.09000015,-0.24123569,9.88999844,-0.73485732
4.30488200,8.09000015,-0.23415433,9.89000034,-0.71512872
4.31824232,8.09000015,-0.22710089,9.88999844,-0.69546151
4.35003773,8.09000015,-0.22007430,9.83999920,-0.66319603
4.36313510,8.09000015,-0.21307302,9.83999920,-0.64400256
4.37619223,8.09000015,-0.20609616,9.83999920,-0.62486517
4.38920900,8.09000015,-0.19914153,9.83999920,-0.60578626
4.40218498,8.09000015,-0.19221048,9.83999920,-0.58676535
4.43322614,8.09000111,-0.18530114,9.78999996,-0.55687267
4.44595321,8.09000206,-0.17841172,9.78999901,-0.53830796
4.45864306,8.09000206,-0.17154181,9.78999996,-0.51979816
4.47129920,8.09000015,-0.16468844,9.78999996,-0.50133926
4.48391915,8.09000015,-0.15785338,9.78999805,-0.48293442
4.51426084,8.09000206,-0.15103516,9.73999882,-0.45536163
4.52664585,8.09000111,-0.14422980,9.73999882,-0.43739697
4.55667070,8.09000111,-0.13743807,9.68999767,-0.41093436
4.56882573,8.09000111,-0.13065951,9.68999958,-0.39340287
4.59854119,8.09000206,-0.12389339,9.63999939,-0.36804250
4.61047204,8.09000015,-0.11713671,9.63999748,-0.35093749
4.62237697,8.09000111,-0.11038967,9.63999844,-0.33387467
4.65169649,8.09000015,-0.10365198,9.58999825,-0.30997869
4.66338265,8.09000111,-0.09692276,9.58999920,-0.29333559
4.67504836,8.09000206,-0.09019869,9.58999920,-0.27672824
4.70399454,8.09000015,-0.08347971,9.53999805,-0.25427154
4.71545236,8.09000111,-0.07676597,9.53999901,-0.23806964
4.74413253,8.09000111,-0.07005601,9.48999882,-0.21666928
4.75538903,8.09000111,-0.06334689,9.48999882,-0.20086540
4.76662704,8.09000015,-0.05664106,9.48999882,-0.18509521
4.79496980,8.09000015,-0.04993475,9.43999958,-0.16509339
4.80601295,8.09000015,-0.04322861,9.43999863,-0.14971323
4.81704393,8.09000111,-0.03652054,9.43999767,-0.13435934
4.84507191,8.08999920,-0.02980902,9.38999748,-0.11573196
4.85591713,8.09000015,-0.02309538,9.38999939,-0.10075516
4.86675222,8.09000206,-0.01637542,9.38999939,-0.08580494
4.87757603,8.09000111,-0.00965062,9.38999748,-0.07088211
4.88839113,8.09000111,-0.00291871,9.38999748,-0.05598382
4.89919799,8.09000111,0.00382138,9.38999939,-0.04111020
4.90999736,8.09000206,0.01057001,9.38999748,-0.02626009
4.93745061,8.09000111,0.01732680,9.33999825,-0.01032973
4.94808221,8.09000111,0.02409529,9.33999825,0.00416498
4.95870882,8.09000206,0.03087449,9.33999825,0.01863899
4.98590824,8.09000111,0.03766585,9.28999805,0.03327471
4.99637584,8.09000206,0.04447107,9.28999805,0.04740469
5.00684072,8.09000015,0.05129021,9.28999805,0.06151531
5.01730563,8.09000111,0.05812451,9.28999805,0.07561082
5.02776912,8.09000206,0.06497377,9.28999901,0.08968855
5.03823176,8.09000206,0.07183856,9.28999996,0.10374903
5.04869785,8.09000015,0.07872355,9.28999901,0.11779623
5.09821212,8.04000092,0.08370204,9.24247169,0.12999979
5.10841522,8.04000282,0.09032930,9.23999882,0.14362858
5.11859556,8.04000092,0.09697842,9.23999786,0.15734014
5.12878145,8.04000187,0.10364968,9.23999882,0.17104065
5.15523398,8.04000092,0.11034431,9.18999767,0.18162996
5.16528721,8.04000092,0.11706257,9.18999767,0.19501816
5.17534654,8.04000187,0.12380450,9.18999958,0.20839490
5.18541780,8.04000282,0.13057442,9.18999863,0.22176749
5.19549802,8.04000187,0.13737059,9.18999958,0.23513176
5.20558964,8.04000092,0.14419524,9.18999767,0.24849035
5.21569113,8.04000282,0.15104751,9.18999767,0.26184106
5.22580321,8.04000092,0.15792793,9.18999863,0.27518481
5.23592831,8.04000187,0.16483848,9.18999863,0.28852445
5.24606506,8.04000187,0.17177899,9.18999767,0.30185744
5.25621514,8.04000092,0.17875049,9.18999958,0.31518611
5.26637772,8.04000187,0.18575285,9.18999863,0.32850891
5.29232365,8.04000092,0.19278744,9.13999748,0.33535072
5.30237960,8.04000187,0.19985376,9.13999844,0.34839630
5.31245280,8.04000187,0.20695467,9.13999748,0.36144179
5.32254237,8.04000092,0.21408889,9.13999844,0.37448671
5.33264795,8.04000187,0.22125655,9.13999844,0.38753021
5.34277033,8.04000187,0.22845830,9.13999939,0.40057322
5.36182638,8.00479317,0.23000014,9.13999748,0.41361719
5.37334444,7.99000168,0.23461805,9.13999939,0.42666084
5.39899552,7.99000168,0.24166673,9.08999920,0.43109664
5.40893182,7.99000025,0.24875180,9.08999729,0.44388416
5.41889026,7.99000025,0.25587699,9.08999920,0.45667586
5.42886952,7.99000025,0.26304090,9.08999729,0.46947047
5.43887118,7.99000025,0.27024508,9.08999920,0.48226961
5.44889549,7.99000168,0.27749047,9.08999729,0.49507284
5.45894168,7.99000263,0.28477523,9.08999729,0.50788045
5.46900842,7.99000025,0.29209962,9.08999825,0.52068955
5.48073259,7.99000072,0.29946786,9.07351589,0.52999979
5.49868074,7.99000120,0.30687737,9.03999901,0.53544313
5.50869635,7.99000025,0.31432772,9.03999901,0.54802400
5.51873701,7.99000216,0.32182136,9.03999805,0.56061167
5.52880311,7.99000216,0.32935697,9.03999996,0.57320827
5.54486471,7.96073866,0.32999992,9.03999901,0.58581263
5.55768484,7.94000196,0.33246735,9.03999901,0.59842539
5.56770879,7.94000149,0.33989397,9.03999901,0.61104667
5.57775777,7.94000053,0.34736308,9.03999996,0.62367553
5.58783482,7.94000101,0.35487735,9.03999996,0.63631535
5.59793971,7.94000006,0.36243671,9.03999901,0.64896578
5.60807189,7.94000196,0.37004021,9.03999901,0.66162664
5.61823118,7.94000149,0.37768707,9.03999996,0.67429835
5.64112277,7.92038536,0.37999994,9.01453972,0.67999929
5.66726620,7.89295530,0.38000047,8.98999882,0.68573761
5.67698537,7.89000130,0.38673201,8.98999882,0.69821864
5.68703173,7.89000225,0.39433184,8.98999977,0.71071154
5.69710849,7.89000082,0.40197733,8.98999977,0.72321957
5.70919695,7.89000082,0.40966770,8.97063160,0.72999978
5.72546635,7.89000225,0.41740468,8.93999767,0.73323655
